song_id,source,method,acquired_at,note
169,lyrics.ovh,api-fetch,2026-08-04,
170,lyrics.ovh,api-fetch,2026-08-04,
171,lrclib,api-fetch,2026-08-04,
172,lyrics.ovh,api-fetch,2026-08-04,
173,lyrics.ovh,api-fetch,2026-08-04,
174,lyrics.ovh,api-fetch,2026-08-04,
175,lyrics.ovh,api-fetch,2026-08-04,
176,lrclib,api-fetch,2026-08-04,
177,lyrics.ovh,api-fetch,2026-08-04,
178,lyrics.ovh,api-fetch,2026-08-04,
179,lyrics.ovh,api-fetch,2026-08-04,
180,lyrics.ovh,api-fetch,2026-08-04,
181,lyrics.ovh,api-fetch,2026-08-04,
182,lyrics.ovh,api-fetch,2026-08-04,
183,lyrics.ovh,api-fetch,2026-08-04,
184,lyrics.ovh,api-fetch,2026-08-04,
185,lyrics.ovh,api-fetch,2026-08-04,
186,lyrics.ovh,api-fetch,2026-08-04,
188,lyrics.ovh,api-fetch,2026-08-04,
189,lyrics.ovh,api-fetch,2026-08-04,
190,lyrics.ovh,api-fetch,2026-08-04,
191,lyrics.ovh,api-fetch,2026-08-04,
210,lyrics.ovh,api-fetch,2026-08-04,
211,lyrics.ovh,api-fetch,2026-08-04,
213,lyrics.ovh,api-fetch,2026-08-04,
216,lyrics.ovh,api-fetch,2026-08-04,
217,lyrics.ovh,api-fetch,2026-08-04,
218,lyrics.ovh,api-fetch,2026-08-04,
219,lyrics.ovh,api-fetch,2026-08-04,
221,lrclib,api-fetch,2026-08-04,
222,lyrics.ovh,api-fetch,2026-08-04,
225,lyrics.ovh,api-fetch,2026-08-04,
226,lyrics.ovh,api-fetch,2026-08-04,
227,lrclib,api-fetch,2026-08-04,
229,lyrics.ovh,api-fetch,2026-08-04,
230,lrclib,api-fetch,2026-08-04,
231,lyrics.ovh,api-fetch,2026-08-04,
232,lrclib,api-fetch,2026-08-04,
233,lyrics.ovh,api-fetch,2026-08-04,
234,lyrics.ovh,api-fetch,2026-08-04,
235,lyrics.ovh,api-fetch,2026-08-04,
236,lyrics.ovh,api-fetch,2026-08-04,
237,lyrics.ovh,api-fetch,2026-08-04,
238,lyrics.ovh,api-fetch,2026-08-04,
239,lyrics.ovh,api-fetch,2026-08-04,
240,lyrics.ovh,api-fetch,2026-08-04,
241,lyrics.ovh,api-fetch,2026-08-04,
242,lyrics.ovh,api-fetch,2026-08-04,
243,lyrics.ovh,api-fetch,2026-08-04,
244,lyrics.ovh,api-fetch,2026-08-04,
246,lyrics.ovh,api-fetch,2026-08-04,
248,lyrics.ovh,api-fetch,2026-08-04,
249,lyrics.ovh,api-fetch,2026-08-04,
250,lyrics.ovh,api-fetch,2026-08-04,
253,lyrics.ovh,api-fetch,2026-08-04,
254,lyrics.ovh,api-fetch,2026-08-04,
255,lrclib,api-fetch,2026-08-04,
256,lyrics.ovh,api-fetch,2026-08-04,
257,lrclib,api-fetch,2026-08-04,
258,lyrics.ovh,api-fetch,2026-08-04,
259,lyrics.ovh,api-fetch,2026-08-04,
260,lrclib,api-fetch,2026-08-04,
262,lyrics.ovh,api-fetch,2026-08-04,
264,lrclib,api-fetch,2026-08-04,
265,lyrics.ovh,api-fetch,2026-08-04,
266,lrclib,api-fetch,2026-08-04,
268,lyrics.ovh,api-fetch,2026-08-04,
269,lrclib,api-fetch,2026-08-04,
270,lyrics.ovh,api-fetch,2026-08-04,
271,lyrics.ovh,api-fetch,2026-08-04,
273,lyrics.ovh,api-fetch,2026-08-04,
274,lyrics.ovh,api-fetch,2026-08-04,
276,lyrics.ovh,api-fetch,2026-08-04,
282,lyrics.ovh,api-fetch,2026-08-04,
284,lyrics.ovh,api-fetch,2026-08-04,
292,lrclib,api-fetch,2026-08-04,
294,lyrics.ovh,api-fetch,2026-08-04,
297,lyrics.ovh,api-fetch,2026-08-04,
298,lyrics.ovh,api-fetch,2026-08-04,
299,lyrics.ovh,api-fetch,2026-08-04,
301,lrclib,api-fetch,2026-08-04,
304,lyrics.ovh,api-fetch,2026-08-04,
305,lyrics.ovh,api-fetch,2026-08-04,
308,lyrics.ovh,api-fetch,2026-08-04,
309,lyrics.ovh,api-fetch,2026-08-04,
312,lyrics.ovh,api-fetch,2026-08-04,
313,lyrics.ovh,api-fetch,2026-08-04,
316,lyrics.ovh,api-fetch,2026-08-04,
318,lyrics.ovh,api-fetch,2026-08-04,
319,lyrics.ovh,api-fetch,2026-08-04,
321,lyrics.ovh,api-fetch,2026-08-04,
322,lyrics.ovh,api-fetch,2026-08-04,
324,lyrics.ovh,api-fetch,2026-08-04,
325,lyrics.ovh,api-fetch,2026-08-04,
326,lyrics.ovh,api-fetch,2026-08-04,
327,lyrics.ovh,api-fetch,2026-08-04,
329,lyrics.ovh,api-fetch,2026-08-04,
334,lyrics.ovh,api-fetch,2026-08-04,
336,lyrics.ovh,api-fetch,2026-08-04,
338,lyrics.ovh,api-fetch,2026-08-04,
340,lyrics.ovh,api-fetch,2026-08-04,
343,lyrics.ovh,api-fetch,2026-08-04,
345,lyrics.ovh,api-fetch,2026-08-04,
346,lyrics.ovh,api-fetch,2026-08-04,
349,lyrics.ovh,api-fetch,2026-08-04,
350,lyrics.ovh,api-fetch,2026-08-04,
351,lyrics.ovh,api-fetch,2026-08-04,
355,lyrics.ovh,api-fetch,2026-08-04,
357,lyrics.ovh,api-fetch,2026-08-04,
358,lyrics.ovh,api-fetch,2026-08-04,
359,lyrics.ovh,api-fetch,2026-08-04,
365,lrclib,api-fetch,2026-08-04,
366,lyrics.ovh,api-fetch,2026-08-04,
306,lyrics.ovh,api-fetch,2026-08-04,
352,lrclib,api-fetch,2026-08-04,
363,lyrics.ovh,api-fetch,2026-08-04,
