Song,Artist Credit,Keyword,Quote
Look Alive,BlocBoy JB Featuring Drake,small-town-roots-and-identity,"901 Shelby Drive, look alive, look alive ('live)"
Look Alive,BlocBoy JB Featuring Drake,street-loyalty-and-danger,"901 Shelby Drive, look alive, look alive ('live)|They won't be expectin' shit when Capo go to slide (hah)"
Look Alive,BlocBoy JB Featuring Drake,violence-and-street-danger,"Shot to the chest have you gaspin' for oxygen (shots)|pull up broad day with a K, now he shiverin' (he shiverin')"
Look Alive,BlocBoy JB Featuring Drake,wealth-and-flexing,I get racks to go outside and I split it with the guys (outside)
Look Alive,BlocBoy JB Featuring Drake,youth-and-coming-up,Came a long way from sittin' in the nosebleeds (in the nosebleeds)
Look At Me!,XXXTentacion,alcohol-and-substance-abuse,Just got a pound of the boof (ayy)
Look At Me!,XXXTentacion,avoiding-commitment,Can't keep my dick in my pants (ayy)|My bitch don't love me no mo' (ayy)
Look At Me!,XXXTentacion,confidence-and-self-assurance,"Look at my wrist, about ten (ayy)|She said: Wan' fuck? Bitch, I do (ayy)"
Look At Me!,XXXTentacion,desire-and-lust,"She put her tongue on my dick (ayy)|She said: Wan' fuck? Bitch, I do (ayy)"
Look At Me!,XXXTentacion,dominance-and-power,I put a hole in your parents (ayy)
Look At Me!,XXXTentacion,luxury-and-fashion,Tommy my Hilfiger voots (ayy)
Look At Me!,XXXTentacion,predatory-threat,I put a hole in your parents (ayy)|You put a gun on my mans (ayy)
Look At Me!,XXXTentacion,rejection-of-women,"Don't want your pussy, just want head"
Look At Me!,XXXTentacion,relationship-breakup,"My bitch don't love me no mo' (ayy)|She kick me out, I'm like: Vro (ayy)"
Look At Me!,XXXTentacion,self-confidence-and-braggadocio,"I got a Uzi, no Uzi|Look at my wrist, about ten (ayy)"
Look At Me!,XXXTentacion,sensual-desire,"Fuck on me, look at me, ayy|She put her tongue on my dick (ayy)"
Look At Me!,XXXTentacion,showing-off-and-impressing,"Look at my wrist, about ten (ayy)"
Look At Me!,XXXTentacion,toxic-relationship,"My bitch don't love me no mo' (ayy)|She kick me out, I'm like: Vro (ayy)"
Look At Me!,XXXTentacion,violence-and-street-danger,I put a hole in your parents (ayy)|You put a gun on my mans (ayy)
Look At Me!,XXXTentacion,wealth-and-flexing,"Look at my wrist, about ten (ayy)"
Look Back At It,A Boogie Wit da Hoodie,attraction-and-admiration,She make a nigga feel good when I look at it
Look Back At It,A Boogie Wit da Hoodie,authenticity-and-honesty,"Ain't shit, I admit it but I try"
Look Back At It,A Boogie Wit da Hoodie,avoiding-commitment,"These girls ain't really no good for me, yeah"
Look Back At It,A Boogie Wit da Hoodie,confidence-and-self-assurance,Don't you ever think it's another me
Look Back At It,A Boogie Wit da Hoodie,criminal-secrecy,"Yeah, hoodie on low but I stay focused"
Look Back At It,A Boogie Wit da Hoodie,desire-and-lust,I get goosebumps when I look at it
Look Back At It,A Boogie Wit da Hoodie,dominance-and-power,"The way you walkin', the way you talkin', it's all because of me"
Look Back At It,A Boogie Wit da Hoodie,fame-and-status,"Yeah, it's hard to stay low when everybody notice, yeah"
Look Back At It,A Boogie Wit da Hoodie,female-empowerment,"Oh, girls just wanna have fun with it"
Look Back At It,A Boogie Wit da Hoodie,flirtation-and-seduction,"Said she never made love, but she good at it|She ain't never do this before, but she good at it"
Look Back At It,A Boogie Wit da Hoodie,haters-and-critics,"Yeah, they plot on me, 'cause that bag on me"
Look Back At It,A Boogie Wit da Hoodie,hustle-and-money,"All of my friends love money throwin'|Yeah, they after me, I got racks on me"
Look Back At It,A Boogie Wit da Hoodie,individual-identity,"Don't you ever think it's another me|The way I speak, it's my melody"
Look Back At It,A Boogie Wit da Hoodie,loyalty-and-relationships,Hit a lick and split it with my guys
Look Back At It,A Boogie Wit da Hoodie,luxury-and-fashion,"And every single chain, and my diamond rings|Yeah, got a new Benz that I ain't promotin', yeah"
Look Back At It,A Boogie Wit da Hoodie,self-confidence-and-braggadocio,"And every single chain, and my diamond rings|Don't you ever think it's another me|Yeah, they after me, I got racks on me"
Look Back At It,A Boogie Wit da Hoodie,sensual-desire,"I get goosebumps when I look at it|Said she never made love, but she good at it"
Look Back At It,A Boogie Wit da Hoodie,wealth-and-flexing,"All of my friends love money throwin'|Yeah, got a new Benz that I ain't promotin', yeah"
Look What God Gave Her,Thomas Rhett,addiction-and-obsession,And those eyes can hypnotize|those eyes can hypnotize
Look What God Gave Her,Thomas Rhett,alcohol-and-substance-abuse,She got me drunk like Corona
Look What God Gave Her,Thomas Rhett,attraction-and-admiration,"Look what God gave her, how perfect He made her"
Look What God Gave Her,Thomas Rhett,dancing-and-movement,"Her song is on and she's spinning around, yeah"
Look What God Gave Her,Thomas Rhett,desire-and-lust,"Every kiss, I could die|She got me drunk like Corona"
Look What God Gave Her,Thomas Rhett,devotion,"Every kiss, I could die|I know I'll never lose my faith|She walks in the room, it's like He answered my prayers"
Look What God Gave Her,Thomas Rhett,faith-and-spirituality,"I know I'll never lose my faith|Yeah, I think I've seen the light"
Look What God Gave Her,Thomas Rhett,haters-and-critics,"I know she's got haters, but it ain't her fault, nah"
Look What God Gave Her,Thomas Rhett,idealized-beauty,"Look what God gave her, how perfect He made her|That girl one in seven billion"
Look What God Gave Her,Thomas Rhett,romantic-pursuit,"She walks in the room, it's like He answered my prayers"
Look What God Gave Her,Thomas Rhett,sensual-desire,Got a smile on her angel face
Look What You Made Me Do,Taylor Swift,ambition-and-self-determination,"But I got smarter, I got harder in the nick of time"
Look What You Made Me Do,Taylor Swift,betrayal-and-cheating,You said the gun was mine
Look What You Made Me Do,Taylor Swift,confidence-and-self-assurance,I'll be the actress starring in your bad dreams
Look What You Made Me Do,Taylor Swift,deception-and-distrust,How you laugh when you lie
Look What You Made Me Do,Taylor Swift,defiance-and-rebellion,"Ooh, look what you made me do"
Look What You Made Me Do,Taylor Swift,dominance-and-power,I don't like your kingdom keys
Look What You Made Me Do,Taylor Swift,false-friendship,You asked me for a place to sleep\nLocked me out and threw a feast
Look What You Made Me Do,Taylor Swift,female-empowerment,"Honey, I rose up from the dead, I do it all the time"
Look What You Made Me Do,Taylor Swift,individual-identity,"I'm sorry, the old Taylor can't come to the phone right now"
Look What You Made Me Do,Taylor Swift,jealousy-and-bitterness,"And then the world moves on, but one thing's for sure"
Look What You Made Me Do,Taylor Swift,overcoming-hardship,"I got smarter, I got harder in the nick of time"
Look What You Made Me Do,Taylor Swift,personal-growth-and-change,"I'm sorry, the old Taylor can't come to the phone right now"
Look What You Made Me Do,Taylor Swift,reputation-and-gossip,"I've got a list of names and yours is in red, underlined"
Look What You Made Me Do,Taylor Swift,resilience-and-strength,"Honey, I rose up from the dead, I do it all the time"
Look What You Made Me Do,Taylor Swift,rivalry-and-superiority,"I've got a list of names and yours is in red, underlined|Maybe I got mine, but you'll all get yours"
Look What You Made Me Do,Taylor Swift,toxic-relationship,"The role you made me play\nOf the fool, no, I don't like you"
Look What You Made Me Do,Taylor Swift,vulnerability-and-betrayal,Locked me out and threw a feast
Lose Control,Teddy Swims,addiction-and-obsession,"I want your body like a fiend, like a bad habit|When I'm with you I'm an addict"
Lose Control,Teddy Swims,clinging-to-love,I lose control\nWhen you're not next to me
Lose Control,Teddy Swims,desire-and-lust,"I want your body like a fiend, like a bad habit"
Lose Control,Teddy Swims,fear-of-losing-love,"I lose control\nWhen you're not next to me|Yeah, you're breaking my heart, baby"
Lose Control,Teddy Swims,heartbreak-and-grief,"Yeah, you're breaking my heart, baby"
Lose Control,Teddy Swims,hidden-emotional-struggle,"Feels like the walls are all closing in|Outta my mind, how many times\nDid I tell you I'm no good at being alone?"
Lose Control,Teddy Swims,inner-mental-turmoil,"Feels like the walls are all closing in|Outta my mind, how many times"
Lose Control,Teddy Swims,loneliness-and-isolation,Did I tell you I'm no good at being alone?
Lose Control,Teddy Swims,relationship-complications,You make a mess of me
Lose Control,Teddy Swims,reluctance-to-let-go,Bad habit's hard to break when I'm with you
Lose Control,Teddy Swims,self-worth-and-insecurity,I'm falling apart right in front of you
Lose Control,Teddy Swims,sensual-desire,"And I need some release, my skin in your teeth"
Lose Control,Teddy Swims,toxic-relationship,"Problematic, problem is|Problematic, problem is\nWhen I'm with you I'm an addict"
Lose Control,Teddy Swims,vulnerability-and-betrayal,I'm falling apart right in front of you|I'm falling apart right in front of you\nCan't you see?
Lose You To Love Me,Selena Gomez,betrayal-and-cheating,"In two months, you replaced us"
Lose You To Love Me,Selena Gomez,deception-and-distrust,You promised the world and I fell for it
Lose You To Love Me,Selena Gomez,denial-and-self-deception,Rose-colored glasses all distorted
Lose You To Love Me,Selena Gomez,disappointment-and-failure,I gave my all and they all know it
Lose You To Love Me,Selena Gomez,ex-moving-on,"In two months, you replaced us"
Lose You To Love Me,Selena Gomez,heartbreak-and-grief,Then you tore me down and now it's showing
Lose You To Love Me,Selena Gomez,hidden-emotional-struggle,This dancing was killing me softly
Lose You To Love Me,Selena Gomez,individual-identity,I needed to lose you to find me
Lose You To Love Me,Selena Gomez,inner-mental-turmoil,Set fires to my forest
Lose You To Love Me,Selena Gomez,longing-and-loss,I needed to lose you to love me
Lose You To Love Me,Selena Gomez,overcoming-hardship,"I needed to hate you to love me, yeah"
Lose You To Love Me,Selena Gomez,partner-inadequacy,Sang off-key in my chorus
Lose You To Love Me,Selena Gomez,past-trauma-and-healing,"In the thick of healing, yeah"
Lose You To Love Me,Selena Gomez,personal-growth-and-change,I needed to lose you to find me
Lose You To Love Me,Selena Gomez,relationship-breakup,"And now it's goodbye, it's goodbye for us"
Lose You To Love Me,Selena Gomez,resilience-and-strength,And now the chapter is closed and done
Lose You To Love Me,Selena Gomez,self-worth-and-insecurity,Made me think I deserved it
Lose You To Love Me,Selena Gomez,toxic-relationship,You got off on the hurtin'
Lose You To Love Me,Selena Gomez,vulnerability-and-betrayal,I put you first and you adored it|Set fire to my purpose
Lost Boy,Ruth B,carefree-escapism,Away from all of reality
Lost Boy,Ruth B,community-and-togetherness,I realized I finally had a family
Lost Boy,Ruth B,dream-and-awakening,"Then one night, as I closed my eyes"
Lost Boy,Ruth B,freedom-and-escape,And Lost Boys like me are free|And lost boys like me are free
Lost Boy,Ruth B,hidden-emotional-struggle,There was a time when I was alone
Lost Boy,Ruth B,hope-and-optimism,He said Peter Pan that's what they call me\nI promise that you'll never be lonely|I promise that you'll never be lonely
Lost Boy,Ruth B,human-connection,He came to me with the sweetest smile|Told me he wanted to talk for a while
Lost Boy,Ruth B,loneliness-and-isolation,My only friend was the man in the moon|There was a time when I was alone
Lost Boy,Ruth B,overcoming-hardship,As we soared above the town that never loved me
Lost Boy,Ruth B,past-trauma-and-healing,Nowhere to go and no place to call home|There was a time when I was alone
Lost Boy,Ruth B,reassurance-and-comfort,I promise that you'll never be lonely
Love Galore,SZA Featuring Travis Scott,addiction-and-obsession,Got me looking forward to weekends|Why you bother me when you know you don't want me? (Yeah)
Love Galore,SZA Featuring Travis Scott,alcohol-and-substance-abuse,Gimme another Valium
Love Galore,SZA Featuring Travis Scott,avoiding-commitment,Acting like we wasn't more than a summer fling
Love Galore,SZA Featuring Travis Scott,betrayal-and-cheating,Why you bother me when you know you got a woman? (Yeah)
Love Galore,SZA Featuring Travis Scott,clinging-to-love,Only thing keeping me by your side
Love Galore,SZA Featuring Travis Scott,desire-and-lust,"Let me cum inside ya, let me plant that seed inside ya (oh)"
Love Galore,SZA Featuring Travis Scott,disappointment-and-failure,Should have never gave you my number
Love Galore,SZA Featuring Travis Scott,female-empowerment,"But see, Solána\nIf you don't say something, speak up for yourself|If you don't say something, speak up for yourself|Skrrt, skrrt on bitches (yeah)"
Love Galore,SZA Featuring Travis Scott,heartbreak-and-grief,"Last time I checked, you were the one that left (the one)"
Love Galore,SZA Featuring Travis Scott,hidden-emotional-struggle,"Promise I won't cry over spilled milk (oh, no, I won't)"
Love Galore,SZA Featuring Travis Scott,impermanence,Acting like we wasn't more than a summer fling
Love Galore,SZA Featuring Travis Scott,intimacy-and-connection,"Got me looking forward to weekends\nWith you, baby|Hour with you"
Love Galore,SZA Featuring Travis Scott,longing-and-loss,I came to your city looking for loving and licky
Love Galore,SZA Featuring Travis Scott,longing-for-reconciliation,"Call me, looking for ya (yeah)|Searching for you like love"
Love Galore,SZA Featuring Travis Scott,regret-and-reflection,I regret it
Love Galore,SZA Featuring Travis Scott,relationship-breakup,Done with these niggas\nI don't love these niggas|I said farewell
Love Galore,SZA Featuring Travis Scott,relationship-complications,Why you bother me when you know you don't want me? (Yeah)|Why you bother me when you know you got a woman? (Yeah)
Love Galore,SZA Featuring Travis Scott,reluctance-to-let-go,Only thing keeping me by your side now|Only thing keeping me from dropping you right now
Love Galore,SZA Featuring Travis Scott,romantic-pursuit,"Call me, looking for ya (yeah)|Got me looking forward to weekends|Searching for you like love"
Love Galore,SZA Featuring Travis Scott,self-worth-and-insecurity,"They think you stupid, you know what I'm saying?"
Love Galore,SZA Featuring Travis Scott,sensual-desire,"Ass and titties, titties|Ass and titties, titties\nOnly thing that stuck with, with me (with me)"
Love Galore,SZA Featuring Travis Scott,summer-as-metaphor,Acting like we wasn't more than a summer fling
Love Galore,SZA Featuring Travis Scott,toxic-relationship,Why you bother me when you know you don't want me? (Yeah)|Why you hit me when you know you know better? (True)
Love Galore,SZA Featuring Travis Scott,vulnerability-and-betrayal,"Me in a wreck (yeah), me in a mess (yeah, yeah)"
Love Lies,Khalid & Normani,attraction-and-admiration,It's not easy for someone to catch my eye
Love Lies,Khalid & Normani,authenticity-and-honesty,Don't be afraid to tell me if you ain't with it (you ain't with it)
Love Lies,Khalid & Normani,desire-and-lust,"When it feels so good, but it's bad for you"
Love Lies,Khalid & Normani,flirtation-and-seduction,"So baby, tell me where your love lies"
Love Lies,Khalid & Normani,hidden-emotional-struggle,"It's hard for me to open up, I'll admit it (I'll admit it)"
Love Lies,Khalid & Normani,human-connection,"Come on over, I need your company"
Love Lies,Khalid & Normani,independence-and-self-reliance,"I see you're focused, yeah you're so independent (independent)"
Love Lies,Khalid & Normani,intimacy-and-connection,Waste the day and spend the night
Love Lies,Khalid & Normani,longing-and-loss,I've been waitin' for you for my whole damn life
Love Lies,Khalid & Normani,relationship-complications,I've been so into your mystery
Love Lies,Khalid & Normani,romantic-pursuit,Show me where your love lies
Love Lies,Khalid & Normani,sensual-desire,Cravin' that synergy
Love Lies,Khalid & Normani,vulnerability-and-betrayal,"I need a lover to trust, tell me you're on my side"
Love Me Not,Ravyn Lenae,addiction-and-obsession,"I need you right now, once I leave you I'm strung out"
Love Me Not,Ravyn Lenae,clinging-to-love,Don't loosen your grip got a hold on me
Love Me Not,Ravyn Lenae,denial-and-self-deception,"Oh, no, I don't need you, but I miss you, come here"
Love Me Not,Ravyn Lenae,desire-and-lust,I want you to take me up and down
Love Me Not,Ravyn Lenae,faith-and-spirituality,"Lord, take it so far away"
Love Me Not,Ravyn Lenae,fear-of-losing-love,"Soon as you leave me, we always lose connection"
Love Me Not,Ravyn Lenae,guilt-and-apology,You're gonna say that you're sorry at the end of the night
Love Me Not,Ravyn Lenae,hidden-emotional-struggle,"And, oh, it's hard to see you, but I wish you were right here (I'm losing my mind)"
Love Me Not,Ravyn Lenae,inner-mental-turmoil,"I don't need to worry, am I out of my mind?|If I get you, I'm slowly breaking down"
Love Me Not,Ravyn Lenae,longing-and-loss,"Oh, it's hard to leave you when I get you everywhere"
Love Me Not,Ravyn Lenae,longing-for-reconciliation,"Now, forever, let's get back together"
Love Me Not,Ravyn Lenae,relationship-complications,"He love me not, he loves me|It's gettin' messy, I fiend for your affection"
Love Me Not,Ravyn Lenae,reluctance-to-let-go,"If I get you, I'm slowly breaking down|It's gettin' messy, I fiend for your affection"
Love Me Not,Ravyn Lenae,toxic-relationship,"He holds me tight, then lets me go|He love me not, he loves me"
Love Me Not,Ravyn Lenae,vulnerability-and-betrayal,All this time I'm thinking we could never be a pair
Love Nwantiti (Ah Ah Ah),CKay,addiction-and-obsession,I'm so obsessed
Love Nwantiti (Ah Ah Ah),CKay,attraction-and-admiration,"Baby girl, where you from come (eh)"
Love Nwantiti (Ah Ah Ah),CKay,authenticity-and-honesty,I'll be honest
Love Nwantiti (Ah Ah Ah),CKay,clinging-to-love,"Without you, I go fit lose my mind"
Love Nwantiti (Ah Ah Ah),CKay,desire-and-lust,I want to chop your nkwobi
Love Nwantiti (Ah Ah Ah),CKay,devotion,No one above you
Love Nwantiti (Ah Ah Ah),CKay,fear-of-losing-love,"If you leave me, I go die (I swear)"
Love Nwantiti (Ah Ah Ah),CKay,flirtation-and-seduction,Ule your body dey gbakam isi
Love Nwantiti (Ah Ah Ah),CKay,idealized-beauty,Your body na follow come (yeah)
Love Nwantiti (Ah Ah Ah),CKay,intimacy-and-connection,Nyem love nwantiti
Love Nwantiti (Ah Ah Ah),CKay,loyalty-and-relationships,"Lover, don't give this love to nobody"
Love Nwantiti (Ah Ah Ah),CKay,possessiveness-and-exclusivity,"Lover, don't call another nigga honey"
Love Nwantiti (Ah Ah Ah),CKay,romantic-pursuit,I wanna be your lover
Love Nwantiti (Ah Ah Ah),CKay,sensual-desire,"Ule open am make I see, ule|Ule your body dey gbakam isi|Your lovin' dey totori me"
Love Nwantiti (Ah Ah Ah),CKay,surrender-and-sacrifice,"Without you, I go give all my life"
Love On The Brain,Rihanna,addiction-and-obsession,Must be love on the brain
Love On The Brain,Rihanna,clinging-to-love,"No matter what I do, I'm no good without you"
Love On The Brain,Rihanna,desire-and-lust,"It beats me black and blue, but it fucks me so good"
Love On The Brain,Rihanna,devotion,And I'd run for miles just to get a taste
Love On The Brain,Rihanna,fear-of-losing-love,Don't you stop loving me (loving me)
Love On The Brain,Rihanna,hidden-emotional-struggle,I'm fist-fighting with fire
Love On The Brain,Rihanna,inner-mental-turmoil,That's got me feeling this way (feeling this way)
Love On The Brain,Rihanna,relationship-complications,I tried to buy your pretty heart\nBut the price too high|You love when I fall apart (fall apart)\nSo you can put me together\nAnd throw me against the wall
Love On The Brain,Rihanna,reluctance-to-let-go,Don't quit loving me (loving me)
Love On The Brain,Rihanna,romantic-pursuit,And I tried to buy your pretty heart|And I'd run for miles just to get a taste|Just to get close to you
Love On The Brain,Rihanna,sensual-desire,"Can we burn something, babe?|It beats me black and blue, but it fucks me so good"
Love On The Brain,Rihanna,surrender-and-sacrifice,And I'd run for miles just to get a taste|I'm fist-fighting with fire\nJust to get close to you
Love On The Brain,Rihanna,toxic-relationship,"It beats me black and blue, but it fucks me so good|You love when I fall apart (fall apart)\nSo you can put me together\nAnd throw me against the wall"
Love On The Brain,Rihanna,vulnerability-and-betrayal,I'm tired of being played like a violin
Love Somebody,Morgan Wallen,alcohol-and-substance-abuse,Wanna find\nSomethin' stronger than the whiskey
Love Somebody,Morgan Wallen,authenticity-and-honesty,And I need someone that I'd be proud\nTo take on back to my home town\nHonest eyes that just ain't gonna leave
Love Somebody,Morgan Wallen,deception-and-distrust,Who ain't hypnotized by dollar signs and blindin' lights
Love Somebody,Morgan Wallen,disappointment-and-failure,"But every time I feel it kiss me, keep comin' up empty"
Love Somebody,Morgan Wallen,fame-and-status,Who ain't hypnotized by dollar signs and blindin' lights
Love Somebody,Morgan Wallen,fear-of-losing-love,I just wanna love somebody who won't leave a hole in my heart
Love Somebody,Morgan Wallen,haters-and-critics,Rumors goin' all over town\nCan't keep my name out they mouth these days
Love Somebody,Morgan Wallen,hidden-emotional-struggle,It feels like there's nobody with me\nAnd I'm still empty
Love Somebody,Morgan Wallen,hope-and-optimism,And I'd be lucky if I ever find somethin' more than just a crazy night
Love Somebody,Morgan Wallen,human-connection,I just wanna love somebody who won't leave a hole in my heart
Love Somebody,Morgan Wallen,loneliness-and-isolation,To lonely nights\nEven when she's up against me|To lonely nights\nEven when she's up against me\nI don't know why\nIt feels like there's nobody with me
Love Somebody,Morgan Wallen,longing-and-loss,I just wanna love somebody that don't want me fallin' apart
Love Somebody,Morgan Wallen,relationship-complications,The truth is I just think about these games\nThey all play
Love Somebody,Morgan Wallen,reputation-and-gossip,Rumors goin' all over town\nCan't keep my name out they mouth these days
Love Somebody,Morgan Wallen,romantic-pursuit,I just wanna love somebody|I just wanna love somebody who won't leave a hole in my heart
Love Somebody,Morgan Wallen,self-worth-and-insecurity,And I'd be lucky if I ever find somethin' more than just a crazy night
Love Somebody,Morgan Wallen,small-town-roots-and-identity,And I need someone that I'd be proud\nTo take on back to my home town
Love Somebody,Morgan Wallen,toxic-relationship,To lonely nights\nEven when she's up against me\nI don't know why\nIt feels like there's nobody with me
Love You Anyway,Luke Combs,attraction-and-admiration,At least I'd have the stars that sparkle in your eyes
Love You Anyway,Luke Combs,authenticity-and-honesty,I know just tryin' to write a song\nI run the risk that I could get your perfect wrong
Love You Anyway,Luke Combs,clinging-to-love,"Even if I knew the day we met you'd be the reason this heart breaks|Even if I knew the day we met you'd be the reason this heart breaks\nOh, I'd love you anyway|Oh, I'd love you anyway"
Love You Anyway,Luke Combs,devotion,"Even if I knew the day we met you'd be the reason this heart breaks|Even if I knew the day we met you'd be the reason this heart breaks\nOh, I'd love you anyway|Oh, I'd love you anyway"
Love You Anyway,Luke Combs,fear-of-losing-love,And if you turned your back on me and walked away
Love You Anyway,Luke Combs,heartbreak-and-grief,you'd be the reason this heart breaks
Love You Anyway,Luke Combs,idealized-beauty,At least I'd have the stars that sparkle in your eyes
Love You Anyway,Luke Combs,loyalty-and-relationships,Not a thing about the way I feel would change
Love You Anyway,Luke Combs,reluctance-to-let-go,Even if I knew the day we met you'd be the reason this heart breaks|I'd be in pieces trying to make the breaking last|Not a thing about the way I feel would change
Love You Anyway,Luke Combs,romantic-pursuit,Like a compass needle needing its true north
Love You Anyway,Luke Combs,surrender-and-sacrifice,"Even if I knew the day we met you'd be the reason this heart breaks|Even if I knew the day we met you'd be the reason this heart breaks\nOh, I'd love you anyway|Oh, I'd love you anyway"
Love You Anyway,Luke Combs,vulnerability-and-betrayal,And if your touch shattered me like glass
Love Yourself,Justin Bieber,authenticity-and-honesty,And I never like to admit that I was wrong
Love Yourself,Justin Bieber,confidence-and-self-assurance,Oh baby you should go and love yourself
Love Yourself,Justin Bieber,deception-and-distrust,And every time you told me my opinion was wrong
Love Yourself,Justin Bieber,disappointment-and-failure,For all the times that you made me feel small
Love Yourself,Justin Bieber,ex-moving-on,And baby I'll be movin' on
Love Yourself,Justin Bieber,false-friendship,But when you told me that you hated my friends
Love Yourself,Justin Bieber,heartbreak-and-grief,"I fell in love, now I feel nothin' at all"
Love Yourself,Justin Bieber,hidden-emotional-struggle,And I didn't wanna write a song\n'Cause I didn't want anyone thinking I still care
Love Yourself,Justin Bieber,independence-and-self-reliance,"And now I know, I'm better sleeping on my own"
Love Yourself,Justin Bieber,individual-identity,And tried to make me forget where I came from
Love Yourself,Justin Bieber,inner-mental-turmoil,Was I a fool to let you break down my walls?
Love Yourself,Justin Bieber,lingering-memories,you still hit my phone up
Love Yourself,Justin Bieber,personal-growth-and-change,"And I've been so caught up in my job,\nDidn't see what's going on"
Love Yourself,Justin Bieber,regret-and-reflection,And I never like to admit that I was wrong
Love Yourself,Justin Bieber,relationship-breakup,My mama don't like you and she likes everyone
Love Yourself,Justin Bieber,reluctance-to-let-go,And if you think that I'm still holdin' on to somethin'
Love Yourself,Justin Bieber,self-worth-and-insecurity,I never felt so low when I was vulnerable
Love Yourself,Justin Bieber,toxic-relationship,For all the times that you rained on my parade
Love Yourself,Justin Bieber,vulnerability-and-betrayal,Was I a fool to let you break down my walls?
Love.,Kendrick Lamar Featuring Zacari,alcohol-and-substance-abuse,"Sipping bubbly, feeling lovely"
Love.,Kendrick Lamar Featuring Zacari,ambition-and-self-determination,"There is nobody, no one to outrun me"
Love.,Kendrick Lamar Featuring Zacari,authenticity-and-honesty,"Keep it a hundred, I'd rather you trust me than to (love me)"
Love.,Kendrick Lamar Featuring Zacari,celebration-and-partying,This party won't end
Love.,Kendrick Lamar Featuring Zacari,confidence-and-self-assurance,"Feeling like Tyson with it|There is nobody, no one to outrun me"
Love.,Kendrick Lamar Featuring Zacari,desire-and-lust,"I had to do it, I want your body, your music|Love or lust"
Love.,Kendrick Lamar Featuring Zacari,fear-of-losing-love,"Keep it a whole one hund': Don't got you, I got nothing"
Love.,Kendrick Lamar Featuring Zacari,flirtation-and-seduction,I know what coming over mean
Love.,Kendrick Lamar Featuring Zacari,hustle-and-money,"Already on ten, our money come in"
Love.,Kendrick Lamar Featuring Zacari,intimacy-and-connection,"I had to do it, I want your body, your music|I wanna be with you, ayy, I wanna be with (just love me, just love me, just love me)"
Love.,Kendrick Lamar Featuring Zacari,loyalty-and-relationships,"Keep it a hundred, I'd rather you trust me than to (love me)|Keep it a whole one hund': Don't got you, I got nothing"
Love.,Kendrick Lamar Featuring Zacari,relationship-complications,"If I minimized my net worth, would you still (love me)?"
Love.,Kendrick Lamar Featuring Zacari,rivalry-and-superiority,"There is nobody, no one to outrun me"
Love.,Kendrick Lamar Featuring Zacari,romantic-pursuit,I'm on the way
Love.,Kendrick Lamar Featuring Zacari,self-confidence-and-braggadocio,Feeling like Tyson with it|Give me a run for my money
Love.,Kendrick Lamar Featuring Zacari,self-worth-and-insecurity,"If I didn't ride blade on curb, would you still (love me)?|If I minimized my net worth, would you still (love me)?"
Love.,Kendrick Lamar Featuring Zacari,sensual-desire,"Hit that shoulder lean|I had to do it, I want your body, your music|I know what coming over mean"
Love.,Kendrick Lamar Featuring Zacari,small-town-roots-and-identity,Remember Gardena
Love.,Kendrick Lamar Featuring Zacari,urgency-and-time-pressure,We ain't got no time to waste
Love.,Kendrick Lamar Featuring Zacari,wealth-and-flexing,"I bought the big one to prove it|If I minimized my net worth, would you still (love me)?"
Lovin On Me,Jack Harlow,attraction-and-admiration,"She wearin' cheetah print, that's how bad she wanna be spotted 'round your boy"
Lovin On Me,Jack Harlow,avoiding-commitment,I don't like no whips and chains and you can't tie me down
Lovin On Me,Jack Harlow,celebration-and-partying,"Everybody in the suite, kickin' up they feet, stand up, bitch, dance (I see you)"
Lovin On Me,Jack Harlow,confidence-and-self-assurance,Don't know what you heard or what you thought about your boy
Lovin On Me,Jack Harlow,dancing-and-movement,"Everybody in the suite, kickin' up they feet, stand up, bitch, dance (I see you)"
Lovin On Me,Jack Harlow,defiance-and-rebellion,I don't like no whips and chains and you can't tie me down
Lovin On Me,Jack Harlow,desire-and-lust,"But you can whip your lovin' on me, baby"
Lovin On Me,Jack Harlow,flirtation-and-seduction,All the girls in the front row (Ayy)
Lovin On Me,Jack Harlow,freedom-and-escape,I don't like no whips and chains and you can't tie me down
Lovin On Me,Jack Harlow,haters-and-critics,"But they lied about your boy, goin' dumb and it's somethin' idiotic 'bout your boy"
Lovin On Me,Jack Harlow,individual-identity,"Young J-A-C-K, AKA"
Lovin On Me,Jack Harlow,music-as-entertainment,And all the guys in the back waitin' on the next track
Lovin On Me,Jack Harlow,partying-and-nightlife,"All the girls that been waitin' all day, let your tongue hang out, fuck everything (Ayy)"
Lovin On Me,Jack Harlow,reputation-and-gossip,"But they lied about your boy, goin' dumb and it's somethin' idiotic 'bout your boy|Don't know what you heard or what you thought about your boy"
Lovin On Me,Jack Harlow,romantic-pursuit,"But you can whip your lovin' on me, baby"
Lovin On Me,Jack Harlow,self-confidence-and-braggadocio,I get love in Detroit like Skilla Baby
Lovin On Me,Jack Harlow,sensual-desire,"I'll choke you, but I ain't no killer, baby"
Lovin On Me,Jack Harlow,showing-off-and-impressing,"Rico like Suave, Young Enrique"
Lovin' On You,Luke Combs,addiction-and-obsession,I'm a junkie for your midnight moves
Lovin' On You,Luke Combs,alcohol-and-substance-abuse,I like a strong shot of whiskey
Lovin' On You,Luke Combs,attraction-and-admiration,I feel that rush soon as you walk in a room
Lovin' On You,Luke Combs,carefree-escapism,I like a Friday night slow ride
